id_symptoms,symptoms,herbs,usage_method,relevance_score
310,Sakit kepala,Kucing-kucingan,Seduh 1 sendok teh daun kucing-kucingan kering dalam segelas air panas selama 10 menit. Saring dan minum hangat. Sifatnya yang menenangkan dapat membantu meredakan ketegangan dan sakit kepala ringan.,"0,7"
311,Mual,Kucing-kucingan,Buat teh dari 1 sendok teh daun atau bunga kucing-kucingan yang direbus dalam segelas air hingga mendidih. Minum air rebusan secara perlahan. Tanaman ini membantu menenangkan perut dan mengurangi mual.,"0,5"
312,Susah tidur,Kucing-kucingan,"Rebus 2 sendok teh daun kucing-kucingan kering dalam segelas air selama 10 menit. Saring, tambahkan madu untuk rasa, dan minum sebelum tidur. Efek menenangkannya membantu tubuh rileks dan mempermudah tidur.","0,9"
313,Nyeri otot,Kucing-kucingan,"Gunakan 3-4 sendok teh daun kucing-kucingan segar, tumbuk hingga halus, lalu tempelkan pada area otot yang terasa nyeri. Biarkan selama 20-30 menit untuk mengurangi ketegangan otot berkat sifat anti-inflamasinya.","0,6"
314,Stres,Kucing-kucingan,Seduh 1-2 sendok teh daun kucing-kucingan dalam air panas selama 5-10 menit. Saring dan konsumsi seperti teh herbal. Minum satu kali sehari untuk membantu meredakan stres dan kecemasan.,"0,8"
315,Gangguan pencernaan,Kumis kucing,Rebus 3-5 lembar daun kumis kucing segar dalam 2 gelas air hingga mendidih dan tersisa 1 gelas. Saring dan minum hangat dua kali sehari. Kumis kucing membantu mengatur fungsi ginjal dan kandung kemih sehingga buang air kecil lebih terkontrol.,"0,9"
316,Gangguan pencernaan,Kumis kucing,"Untuk meredakan nyeri saat buang air kecil, rebus segenggam daun kumis kucing dengan segelas air hingga mendidih. Saring dan minum hangat pagi dan sore hari. Sifat anti-inflamasi dan diuretiknya membantu mengurangi iritasi saluran kemih.","0,85"
317,Pembengkakan,Kumis kucing,"Rebus daun kumis kucing bersama daun seledri (opsional) dalam 3 gelas air hingga tersisa 1,5 gelas. Saring dan konsumsi dua kali sehari. Kumis kucing membantu mengeluarkan kelebihan cairan dalam tubuh melalui urin.","0,8"
318,Perut kembung,Kumis kucing,Seduh beberapa helai daun kumis kucing dengan air panas seperti membuat teh. Minum selagi hangat setelah makan. Sifat karminatifnya membantu mengurangi gas dalam perut dan memberikan rasa nyaman.,"0,7"
319,Nyeri otot,Kumis kucing,"Untuk mengatasi nyeri punggung ringan, rebus daun kumis kucing bersama jahe dalam 3 gelas air hingga mendidih. Minum air rebusan ini hangat dua kali sehari. Kombinasi ini membantu meredakan peradangan dan meningkatkan sirkulasi darah.","0,6"
320,Perut kembung,Kunci pepet,Kunci pepet membantu meredakan perut kembung dengan cara merebus 2-3 potong kunci pepet yang telah dikeringkan dalam segelas air selama 10-15 menit. Minum air rebusan ini hangat dua kali sehari untuk mengurangi gas berlebih di perut.,"0,9"
321,Mual,Kunci pepet,"Untuk mual, iris tipis kunci pepet segar dan seduh dengan air panas seperti membuat teh. Tambahkan sedikit madu untuk rasa, dan minum perlahan selagi hangat. Lakukan ini satu hingga dua kali sehari.","0,8"
322,Tidak nafsu makan,Kunci pepet,"Kunci pepet dapat meningkatkan nafsu makan. Rebus 2-3 iris kunci pepet dalam segelas air hingga mendidih. Minum air rebusan 30 menit sebelum makan, satu kali sehari.","0,7"
323,Nyeri haid,Kunci pepet,"Rebus 2 potong kunci pepet bersama dengan jahe dalam dua gelas air hingga tersisa satu gelas. Saring airnya, tambahkan sedikit madu, dan minum hangat dua kali sehari selama masa haid untuk mengurangi nyeri.","0,6"
324,Bau mulut,Kunci pepet,"Untuk mengatasi bau mulut, kunyah langsung sepotong kecil kunci pepet segar selama beberapa menit, lalu kumur dengan air bersih. Sifat antibakterinya membantu mengurangi bakteri penyebab bau mulut.","0,5"
325,Pembengkakan,Kunyit,"Kunyit dapat mengurangi pembengkakan dengan sifat anti-inflamasinya. Campurkan 1 sendok teh bubuk kunyit dengan sedikit air hingga menjadi pasta, lalu oleskan langsung pada area yang bengkak. Diamkan selama 20-30 menit sebelum dibilas.","0,9"
326,Nyeri sendi,Kunyit,"Untuk mengurangi nyeri sendi, rebus 1 sendok teh bubuk kunyit dalam segelas susu hangat. Minum sebelum tidur setiap hari untuk efek anti-inflamasi yang optimal.","0,8"
327,Luka,Kunyit,"Kunyit membantu mempercepat penyembuhan luka kecil. Campurkan bubuk kunyit dengan minyak kelapa hingga menjadi pasta, lalu oleskan pada luka atau iritasi. Biarkan beberapa jam sebelum dibilas.","0,85"
328,Perut kembung,Kunyit,Rebus 1 sendok teh kunyit segar yang telah dihancurkan dalam segelas air. Minum hangat setelah makan untuk meredakan kembung atau mual dan meningkatkan kesehatan pencernaan.,"0,75"
329,Jerawat,Kunyit,"Kunyit dapat membantu mencerahkan kulit dan mengurangi jerawat. Campurkan 1 sendok teh kunyit dengan madu dan yogurt hingga menjadi masker. Oleskan ke wajah, diamkan selama 15-20 menit, lalu bilas dengan air hangat. Lakukan 2-3 kali seminggu untuk hasil terbaik.","0,7"
330,Pilek,Lada hitam,Campurkan 1/4 sendok teh bubuk lada hitam dengan madu dan konsumsi campuran ini dua kali sehari. Lada membantu melegakan saluran pernapasan dengan sifat dekongestan alaminya.,"0,8"
331,Batuk,Lada hitam,"Rebus 1 sendok teh lada hitam dengan segelas air selama 5 menit, tambahkan madu setelah hangat. Minum dua kali sehari. Lada membantu mengencerkan lendir dan meredakan iritasi tenggorokan.","0,7"
332,Perut kembung,Lada hitam,Taburkan sedikit bubuk lada hitam ke dalam air hangat dan tambahkan perasan jeruk nipis. Minum setelah makan. Kombinasi ini membantu meredakan gas berlebih di perut dan memperlancar pencernaan.,"0,9"
333,Sakit kepala,Lada hitam,Campurkan 1/2 sendok teh lada hitam bubuk dengan minyak kelapa hangat dan pijat lembut pada pelipis. Ini membantu meningkatkan sirkulasi darah dan meredakan sakit kepala ringan.,"0,6"
334,Mual,Lada hitam,"Rebus 1 sendok teh lada hitam dengan segelas air hingga mendidih, tambahkan perasan lemon dan sedikit madu. Minum perlahan selagi hangat untuk menenangkan perut dan mengurangi mual.","0,5"
335,Batuk,Legundi,"Rebus 1 genggam daun legundi segar dalam 2 gelas air hingga tersisa 1 gelas. Setelah dingin, saring dan minum 2 kali sehari. Daun legundi memiliki sifat ekspektoran yang membantu mengencerkan lendir dan meredakan batuk.","0,8"
336,Nyeri otot,Legundi,"Tumbuk 1 genggam daun legundi hingga halus, tambahkan sedikit minyak kelapa, lalu balurkan ke area yang nyeri. Biarkan selama 20 menit sebelum dibilas. Sifat anti-inflamasi legundi membantu meredakan nyeri otot.","0,7"
337,Luka,Legundi,"Tumbuk 1 genggam daun legundi hingga halus, tempelkan pada area luka kecil, lalu balut dengan kain bersih. Legundi membantu mempercepat penyembuhan luka berkat sifat antiseptiknya.","0,6"
338,Sakit tenggorokan,Legundi,Rebus 1 genggam daun legundi dengan 1 gelas air hingga mendidih. Gunakan air rebusan hangat untuk berkumur 2–3 kali sehari. Legundi membantu meredakan peradangan dan rasa nyeri pada tenggorokan.,"0,8"
339,Kelelahan,Legundi,"Rebus 1 genggam daun legundi dalam 2 gelas air hingga mendidih, gunakan air rebusan hangat untuk mandi atau merendam tubuh. Ini membantu mengurangi rasa lelah.","0,4"
340,Mual,Lengkuas,"Tumbuk 1 ruas lengkuas, seduh dengan 1 gelas air panas, tambahkan sedikit gula aren. Minum selagi hangat untuk meredakan mual.","0,8"
341,Sakit kepala,Lengkuas,"Tumbuk 1 ruas lengkuas hingga halus, campur dengan sedikit minyak kelapa, dan balurkan pada pelipis. Diamkan selama 10–15 menit untuk membantu meredakan sakit kepala.","0,6"
342,Nyeri otot,Lengkuas,"Tumbuk 2 ruas lengkuas, campur dengan sedikit air hangat hingga menjadi pasta, lalu balurkan pada area yang terasa nyeri. Biarkan selama 20 menit sebelum dibilas.","0,7"
343,Pilek,Lengkuas,"Iris tipis 1 ruas lengkuas, rebus dengan 2 gelas air, dan hirup uapnya selama 5 menit. Uap lengkuas membantu melegakan saluran pernapasan.","0,8"
344,Tidak nafsu makan,Lengkuas,Rebus 1 ruas lengkuas dengan 2 gelas air hingga tersisa 1 gelas. Tambahkan sedikit gula aren dan minum setengah gelas sebelum makan. Lengkuas dapat merangsang nafsu makan.,"0,5"
345,Luka bakar ringan,Lidah buaya,"Potong daun lidah buaya, ambil gelnya, dan oleskan pada area yang terbakar. Ulangi 2–3 kali sehari untuk mempercepat penyembuhan dan mengurangi rasa sakit berkat sifat anti-inflamasi dan pendinginnya.","0,9"
346,Iritasi kulit,Lidah buaya,Oleskan gel lidah buaya langsung pada area yang teriritasi atau merah. Biarkan hingga kering tanpa dibilas. Sifat anti-inflamasi lidah buaya membantu meredakan iritasi dengan cepat.,"0,8"
347,Jerawat,Lidah buaya,Ambil sedikit gel lidah buaya segar dan oleskan pada jerawat sebelum tidur. Diamkan semalaman dan bilas keesokan harinya. Lidah buaya membantu mengurangi peradangan dan mempercepat penyembuhan jerawat.,"0,6"
348,Kulit kasar,Lidah buaya,"Oleskan gel lidah buaya segar pada kulit yang terbakar sinar matahari, biarkan hingga meresap tanpa dibilas. Lidah buaya membantu menenangkan kulit.","0,9"
349,Kulit kering,Lidah buaya,Ambil gel segar dari daun lidah buaya dan oleskan langsung pada kulit yang kering. Biarkan selama 15–20 menit sebelum dibilas dengan air hangat. Lidah buaya membantu melembapkan kulit.,"0,8"
350,Nyeri haid,Mahkota dewa,"Rebus 2-3 lembar daun mahkota dewa dalam 1,5 gelas air hingga tersisa 1 gelas. Minum air rebusan ini selama periode haid untuk membantu meredakan nyeri haid. ","0,3"
351,Stres,Mahkota dewa,Rebus 2 lembar daun mahkota dewa dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum 1 kali sehari. Mahkota dewa memiliki efek menenangkan yang dapat membantu meredakan stres.,"0,4"
352,Jerawat,Mahkota dewa,"Ambil beberapa lembar daun mahkota dewa, tumbuk halus, dan oleskan pada area wajah yang berjerawat. Diamkan selama 15-20 menit, lalu bilas dengan air hangat. Kandungan antibakteri dalam mahkota dewa dapat membantu mengurangi jerawat.","0,5"
353,Sakit kepala,Mahkota dewa,"Tumbuk halus 1-2 buah mahkota dewa, lalu tambahkan air sedikit, aduk hingga menjadi pasta. Oleskan pada dahi atau pelipis yang sakit kepala. Biarkan selama 15-20 menit untuk meredakan sakit kepala.","0,4"
354,Demam,Mahkota dewa,Rebus 3-5 lembar daun mahkota dewa dalam 3 gelas air hingga tersisa 1 gelas. Minum air rebusan ini 1-2 kali sehari untuk membantu menurunkan demam. Sifat antipiretik pada mahkota dewa dapat membantu menurunkan suhu tubuh yang tinggi.,"0,3"
355,Mual,Mahoni,"Rebus 3 lembar daun mahoni dalam 1,5 gelas air hingga tersisa 1 gelas. Minum air rebusan ini secara perlahan untuk membantu meredakan rasa mual. ","0,5"
356,Kelelahan,Mahoni,Rebus 3-5 lembar daun mahoni dalam 2 gelas air hingga tersisa 1 gelas. Minum air rebusan ini 1 kali sehari untuk membantu mengurangi rasa lelah dan meningkatkan energi. ,"0,4"
357,Nyeri haid,Mahoni,Rebus 2-3 lembar daun mahoni dalam 2 gelas air hingga tersisa 1 gelas. Minum air rebusan ini selama periode haid untuk membantu meredakan nyeri haid. Kandungan antispasmodik dalam mahoni dapat membantu mengurangi kram perut.,"0,7"
358,Demam,Mahoni,Rebus 4-5 lembar daun mahoni dalam 2 gelas air hingga tersisa 1 gelas. Minum air rebusan ini 2-3 kali sehari. Mahoni memiliki sifat antipiretik yang dapat membantu menurunkan demam.,"0,6"
359,Sakit kepala,Mahoni,Rebus 2-3 lembar daun mahoni dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan ini 1 kali sehari. Kandungan anti-inflamasi dalam mahoni dapat membantu meredakan sakit kepala,"0,5"
360,Sakit kepala,Manggis,Rebus 3-5 kulit manggis dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan ini 1 kali sehari. Kulit manggis mengandung senyawa anti-inflamasi yang dapat membantu meredakan sakit kepala.,"0,6"
361,Jerawat,Manggis,"Ambil kulit manggis kering, tumbuk halus, dan campurkan dengan sedikit air untuk dijadikan masker wajah. Oleskan pada kulit wajah berjerawat dan diamkan selama 15-20 menit, kemudian bilas. Kulit manggis memiliki sifat antibakteri yang dapat membantu mengurangi jerawat.","0,9"
362,Bau mulut,Manggis,Rebus kulit manggis dari 1 buah dengan 1 gelas air. Gunakan air rebusan ini untuk berkumur selama 30 detik. Lakukan 2 kali sehari.,"0,7"
363,Gangguan pencernaan,Manggis,"Rebus 3-4 kulit manggis dalam 1,5 gelas air hingga tersisa 1 gelas. Minum air rebusan ini setelah makan untuk membantu melancarkan pencernaan.","0,7"
364,Kolesterol,Manggis,Rebus 5-6 kulit manggis dalam 2 gelas air hingga tersisa 1 gelas. Minum air rebusan ini 1 kali sehari untuk membantu menurunkan kadar kolesterol. Kandungan antioksidan dalam kulit manggis dapat membantu mengurangi kolesterol jahat dalam tubuh.,"0,7"
365,Mual,Melati,Rebus 3-4 bunga melati dalam 1 gelas air. Minum air rebusan ini setelah makan untuk membantu meredakan rasa mual. Melati memiliki sifat yang menenangkan saluran pencernaan dan dapat membantu mengurangi rasa tidak nyaman di perut.,"0,7"
366,Sakit perut,Melati,Rebus 4-5 bunga melati dalam 1 gelas air selama 5-10 menit. Saring dan minum air rebusan ini 1-2 kali sehari. Melati memiliki sifat antispasmodik yang dapat membantu meredakan kram dan peradangan pada saluran pencernaan.,"0,8"
367,Kelelahan,Melati,Rebus 3-5 bunga melati dalam 2 gelas air hingga tersisa setengahnya. Minum air rebusan ini 1-2 kali sehari untuk membantu mengurangi kelelahan fisik dan mental. Melati membantu mengembalikan energi dengan memberikan efek relaksasi dan mengurangi ketegangan pada tubuh.,"0,6"
368,Stres,Melati,"Ambil beberapa bunga melati segar dan rendam dalam segelas air panas. Diamkan selama beberapa menit, saring, dan minum air rebusan ini. Bunga melati memiliki sifat menenangkan yang dapat membantu meredakan stres.","0,9"
369,Nyeri haid,Melati,Rebus 3-4 bunga melati dalam 2 gelas air hingga tersisa setengahnya. Minum air rebusan ini dua kali sehari selama periode haid untuk membantu meredakan kram dan nyeri perut. ,"0,8"
370,Sembelit,Mengkudu,"Ambil 1-2 buah mengkudu yang matang, parut, dan tambahkan sedikit air untuk dijadikan jus. Minum jus ini setiap pagi untuk membantu memperlancar pencernaan dan mengatasi sembelit. ","0,8"
371,Nyeri otot,Mengkudu,"Ambil 2-3 buah mengkudu matang, parut, dan rendam dengan air panas. Gunakan air rendaman ini untuk merendam bagian tubuh yang nyeri atau kram. Mengkudu dapat membantu meredakan ketegangan otot dengan efek relaksasi.","0,7"
372,Sariawan,Mengkudu,"Ambil daun mengkudu, tumbuk halus, dan tambahkan sedikit air. Gunakan campuran ini sebagai obat kumur untuk sariawan. Sifat antibakteri dalam mengkudu dapat membantu mempercepat penyembuhan.","0,5"
373,Kulit berminyak,Mengkudu,"Ambil beberapa daun mengkudu, tumbuk halus, dan campurkan dengan sedikit air hingga menjadi pasta. Oleskan pasta ini pada wajah yang berminyak. Sifat antibakteri dan anti-inflamasi pada mengkudu dapat membantu mengontrol produksi minyak berlebih.","0,4"
374,Stres,Mengkudu,"Rebus 3-5 daun mengkudu dalam 1 gelas air hingga mendidih. Setelah disaring, minum air rebusan ini. Mengkudu dapat membantu menenangkan sistem saraf pusat, sehingga membantu meredakan stres dan kecemasan yang berlebihan.","0,6"
375,Stres,Murbei,"Rebus 5-7 daun murbei dalam 1 gelas air hingga mendidih. Setelah disaring, minum air rebusan ini secara perlahan. Daun murbei memiliki sifat menenangkan yang dapat membantu meredakan kecemasan dan memberikan efek relaksasi pada sistem saraf.","0,8"
376,Gangguan pencernaan,Murbei,"Rebus 3-5 daun murbei dalam 1 gelas air. Minum air rebusan ini 1-2 kali sehari untuk membantu meredakan gangguan pencernaan, seperti rasa kembung atau perut tidak nyaman. Murbei dapat membantu menenangkan saluran pencernaan.","0,7"
377,Nyeri otot,Murbei,Rebus 5 daun murbei dalam 1 gelas air dan minum secara perlahan. Kandungan antiinflamasi dalam daun murbei dapat membantu meredakan nyeri otot dan ketegangan otot setelah aktivitas fisik yang intens.,"0,6"
378,Kulit gatal,Murbei,"Ambil beberapa daun murbei, tumbuk halus, dan campurkan dengan sedikit air hingga menjadi pasta. Oleskan pada area kulit yang gatal atau iritasi. Murbei memiliki sifat anti-inflamasi dan antibakteri yang dapat membantu meredakan gatal akibat alergi atau iritasi.","0,5"
379,Sakit kepala,Murbei,Ambil beberapa daun murbei dan rebus dalam 1 gelas air hingga tersisa setengahnya. Saring dan minum air rebusan ini. Daun murbei mengandung senyawa yang memiliki efek analgesik ringan yang dapat membantu meredakan sakit kepala ringan.,"0,6"
380,Tidak nafsu makan,Nanas,Konsumsi jus nanas segar sebelum makan. Nanas dapat merangsang nafsu makan berkat kandungan enzim bromelain yang membantu pencernaan dan memperbaiki metabolisme tubuh.,"0,5"
381,Sembelit,Nanas,"Ambil beberapa potong buah nanas matang dan makan langsung atau jus nanas segar. Nanas kaya akan serat dan bromelain yang membantu meningkatkan pergerakan usus, melancarkan pencernaan, dan meredakan sembelit.","0,9"
382,Sakit tenggorokan,Nanas,"Campurkan jus nanas segar dengan sedikit madu, lalu minum perlahan. Nanas memiliki sifat antibakteri yang dapat membantu meredakan iritasi tenggorokan, sedangkan madu berfungsi menenangkan dan melembapkan tenggorokan.","0,6"
383,Kulit kering,Nanas,"Konsumsi potongan buah nanas segar atau minum jus nanas secara teratur. Nanas mengandung banyak air dan vitamin C, yang dapat membantu melembapkan kulit dan memberikan nutrisi yang diperlukan untuk menjaga kelembapan alami kulit.","0,5"
384,Kulit gatal,Nanas,Oleskan irisan nanas segar pada area kulit yang gatal. Nanas mengandung enzim bromelain yang memiliki sifat anti-inflamasi yang dapat membantu mengurangi gatal dan iritasi ringan pada kulit.,"0,4"
